coursePrefix,courseNum,fee,section,credits,prof,title,days,times,building,room,days2,times2,building2,room2
ENV,6932,0,21419,3,Steven Laux,Special Problems in Environmental Engineering: SOLID WASTE SYSTEM DES,M,8-10,,,,,,
FAS,6932,0,13005,VAR,"Daniel Canfield,Charles Cichra",Special Topics in Fisheries and Aquatic Sciences: FISH AND LIMNOLOGY,T,5,,,R,5-9,MCCB,3108
FAS,6932,0,20746,3,William Patterson,Special Topics in Fisheries and Aquatic Sciences: Natural Biogeochemical Tracers,,,,,,,,
FAS,6932,0,22463,VAR,Huiping Yang,Special Topics in Fisheries and Aquatic Sciences: App Aquacul Genetics,,,,,,,,
FAS,6932,0,22464,VAR,Huiping Yang,Special Topics in Fisheries and Aquatic Sciences: App aquacul Genetics,,,,,,,,
FAS,6932,0,24410,VAR,"Douglas Marcinek,Michael Kutyna,Lawrence Meyer",Special Topics in Fisheries and Aquatic Sciences: Science Diver,,,,,,,,
FAS,6932,0,31541,VAR,William Patterson,Special Topics in Fisheries and Aquatic Sciences: Natural Biogeochemical Tracers,,,,,,,,
FAS,6932,0,31543,VAR,,Special Topics in Fisheries and Aquatic Sciences: Natural Biogeochemical Tracers,,,,,,,,
LAS,6938,0,15271,3,Joel Correia,"Seminar in Modern Latin American Studies: Environmental Justice, Indigen",W,8-10,GRI,0376,,,,
LAS,6938,0,15298,3,Maria Martinez Novo,Seminar in Modern Latin American Studies: Ethnographies  the State in LA,T,7-9,GRI,0376,,,,
LAS,6938,0,15300,3,Welson Tremura,Seminar in Modern Latin American Studies: Id & Culture in Brazil Music,W,2-4,GRI,0376,,,,
LAS,6938,0,15302,3,Tanya Saunders,Seminar in Modern Latin American Studies: Global Hip Hop & Social Change,W,11-E2,,,,,,
LAS,6938,0,15304,3,Rebecca Hanson,Seminar in Modern Latin American Studies: Crime and Violence in Latin Am,R,10-E1,,,,,,
LAS,6938,0,15305,3,Renata Serra,Seminar in Modern Latin American Studies: Gender & Empower Development,T,3-5,GRI,0376,,,,
LAS,6938,0,29794,3,Joel Correia,"Seminar in Modern Latin American Studies: Environmental Justice, Indigen",W,8-10,,,,,,
LAS,6938,0,29795,3,Maria Martinez Novo,Seminar in Modern Latin American Studies: Ethnographies the State in LA,T,7-9,GRI,0376,,,,
LAS,6938,0,29797,3,Welson Tremura,Seminar in Modern Latin American Studies: Id & Culture in Brazil Music,W,2-4,,,,,,
LAS,6938,0,29806,3,Rebecca Hanson,Seminar in Modern Latin American Studies: Crime and Violence in Latin Am,R,10-E1,,,,,,
LAS,6938,0,29809,3,Renata Serra,Seminar in Modern Latin American Studies: Gender & Empower Development,T,3-5,,,,,,
LAS,6938,0,29839,3,Tanya Saunders,Seminar in Modern Latin American Studies: Black Radical Tradition in Am,T,10-E1,,,,,,
LAS,6938,0,30193,3,Leslie Anderson,Seminar in Modern Latin American Studies: Qualitative Methods,T,5-6,,,R,6,,
LAS,6938,0,30456,3,Robert Walker,Seminar in Modern Latin American Studies: Spatial Econometrics,T,3-5,,,,,,
PCB,5307C,0,18236,4,Mark Brenner,Limnology,"T,R",4-5,WM,0218,,,,
PCB,5307C,0,27288,4,Mark Brenner,Limnology,"T,F",4-5,,,,,,
SWS,5050,0,18950,3,Samira Daroub,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0,18951,3,Samira Daroub,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0,18952,3,Samira Daroub,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0,18953,3,Samira Daroub,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0,18954,3,Samira Daroub,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0,18955,3,Samira Daroub,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0,18956,3,Samira Daroub,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0,18980,3,Samira Daroub,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0,20565,3,Samira Daroub,Soils for Environmental Professionals,,,,,,,,
WIS,6934,0,19930,3,Hayley Adams,Topics in Wildlife Ecology and Conservation: Working Dogs in Forensic Scien,,,,,,,,
WIS,6934,0,19932,3,Lyn Branch,Topics in Wildlife Ecology and Conservation: Conservation Planning,W,3-5,,,,,,
WIS,6934,0,22447,3,Miguel Acevedo Torres,Topics in Wildlife Ecology and Conservation: Quant. Analysis/Animal Populat,T,9,,,R,9,,
WIS,6934,0,24291,3,Lyn Branch,Topics in Wildlife Ecology and Conservation: Writing Science,R,3-5,,,,,,
WIS,6934,0,24799,2,Conor McGowan,Topics in Wildlife Ecology and Conservation: Decision Analysis Wild Conserv,T,5-6,,,,,,
WIS,6934,0,31183,3,Vanessa Hull,Topics in Wildlife Ecology and Conservation: Coupled Human/Wildlife Syst.,"T,R",7-8,,,,,,
ANG,6930,0,10553,3,Augusto Oyuela-Caycedo,Special Topics in Anthropology: Social Life of Plants,T,3-4,MCCA,1142,R,3,MCCA,1142
ANG,6930,0,10556,3,Marit Ostebo,Special Topics in Anthropology: Feminist Anthropology,R,9-11,LIT,0201,,,,
ANG,6930,0,10557,3,Richard Kernaghan,Special Topics in Anthropology: Ethnographic Writing,T,5-7,TUR,2349,,,,
ANG,6930,0,22791,3,Stephanie Bogart,Special Topics in Anthropology: Primate Behavior,T,3,NRN,1130,R,3-4,MAT,0011
ANG,6930,0,25358,3,Kim Valenta,Special Topics in Anthropology: Prof Skills For The Sciences,T,4-6,TUR,1208H,,,,
ANG,6930,0,25446,3,Michael Heckenberger,Special Topics in Anthropology: Indigenous Amazon,F,7-9,CBD,0238,,,,
ANG,6930,0,25462,3,Steven Brandt,Special Topics in Anthropology: Cultural Heritage,T,8-9,TUR,B310,R,9,TUR,B310
ANG,6930,0,25477,3,Adrienne Strong,Special Topics in Anthropology: Hospital Ethnograpy,W,3-5,TUR,2334,,,,
ANG,6930,0,25480,3,Richard Kernaghan,Special Topics in Anthropology: Rivers and Their Territoriies,W,5-7,TUR,2350,,,,
ANG,6930,0,25482,3,Clarence Gravlee,"Special Topics in Anthropology: Racism, Medicine & Health",M,3-5,MCCA,2196,,,,
ANG,6930,0,25486,3,Brenda Chalfin,Special Topics in Anthropology: Urban Ethnography Lab,R,3-5,FLG,0270,,,,
ANG,6930,0,27091,3,Stephanie Bogart,Special Topics in Anthropology: Primate Behavior,T,3,,,R,3-4,,
ANG,6930,0,27095,3,Kim Valenta,Special Topics in Anthropology: Prof Skills for the Sciences,T,4-6,,,,,,
ANG,6930,0,27366,3,Augusto Oyuela-Caycedo,Special Topics in Anthropology: Social Life of Plants,T,3-4,,,R,3,,
ANG,6930,0,27371,3,Steven Brandt,Special Topics in Anthropology: Cultural Heritage,T,8-9,,,R,9,,
ANG,6930,0,27374,3,Michael Heckenberger,Special Topics in Anthropology: Indigenous Amazon,F,7-9,,,,,,
ANG,6930,0,28798,3,Richard Kernaghan,Special Topics in Anthropology: Ethnographic Writing,T,5-7,,,,,,
ANG,6930,0,28811,3,Adrienne Strong,Special Topics in Anthropology: Hospital Ethnograpy,W,3-5,,,,,,
ANG,6930,0,28837,3,Richard Kernaghan,Special Topics in Anthropology: Rivers and Their Territoriies,W,5-7,,,,,,
ANG,6930,0,28845,3,Clarence Gravlee,"Special Topics in Anthropology: Racism, Medicine & Health",M,3-5,,,,,,
ANG,6930,0,28951,3,Brenda Chalfin,Special Topics in Anthropology: Urban Ethnography Lab,R,3-5,,,,,,
ANG,6930,0,29938,VAR,Maria Martinez Novo,Special Topics in Anthropology: Ethnographies the State in LA,T,7-9,GRI,0376,,,,
ANG,6930,0,29939,VAR,Maria Martinez Novo,Special Topics in Anthropology: Ethnographies the State in LA,T,7-9,GRI,0376,,,,
AOM,6932,0,10720,VAR,Cheryl Palm,Special Topics in Agricultural Operations Management: Adv Sustain Ag Intens lab,W,8-9,ROG,0211,,,,
AOM,6932,0,22670,2,Cheryl Palm,Special Topics in Agricultural Operations Management: Adv Sustainable Ag Intens,M,8-9,ROG,0283,,,,
AOM,6932,0,26074,2,Cheryl Palm,Special Topics in Agricultural Operations Management: Adv Ag Intensif lecture web,M,8-9,,,,,,
AOM,6932,0,26078,1,Cheryl Palm,Special Topics in Agricultural Operations Management: Adv Ag Inten Lab Web,W,8-9,,,,,,
BOT,6935,0,20578,2,Rebecca Kimball,Special Topics: GRANT WRITING SEMINAR,M,6-7,LIT,0101,,,,
BOT,6935,0,21388,VAR,Marta Wayne,Special Topics,,,,,,,,
BOT,6935,0,26930,2,Steven Manchester,Special Topics: System Fruit & Seed Morphology,"M,W",2,CSE,A101,,,,
BOT,6935,0,28885,4,"Nicoletta Cellinese,Lucas Majure,Douglas Soltis,Pamela Soltis",Special Topics: Principles of Systematic Bio,"M,W",3,,,F,3-5,FLG,0210
ENV,6935,0,13069,1,David Kaplan,Graduate Environmental Engineering Seminar: WETLAND SEMINAR,,,,,,,,
ENV,6935,0,13070,1,David Kaplan,Graduate Environmental Engineering Seminar: WETLAND SEMINAR,,,,,,,,
ENV,6935,0,13071,1,David Kaplan,Graduate Environmental Engineering Seminar: WETLAND SEMINAR,W,5,,,,,,
ENV,6935,0,13072,1,Myoseon Jang,Graduate Environmental Engineering Seminar: AIR POLLUTION SEMINAR,,,,,,,,
ENV,6935,0,13073,1,Chang-Yu Wu,Graduate Environmental Engineering Seminar: GRADUATE SEMINAR,,,,,,,,
ENV,6935,0,13097,1,Chang-Yu Wu,Graduate Environmental Engineering Seminar: GRADUATE SEMINAR,,,,,,,,
ENV,6935,0,26136,1,Chang-Yu Wu,Graduate Environmental Engineering Seminar: GRADUATE SEMINAR,F,5-,,,,,,
ENY,6166,0,12900,3,William Kern,Insect Classification,,,,,,,,
ENY,6166,0,12901,3,Marc Branham,Insect Classification,,,,,M,6-7,EYN,3118
ENY,6166,0,26771,3,Marc Branham,Insect Classification,M,4-5,EYN,3118,F,4,EYN,3118
FOR,5159,0,12981,3,Deborah Miller,Ecology and Restoration of Longleaf Pine Ecosystems,,,,,,,,
FOR,5159,0,12982,3,Deborah Miller,Ecology and Restoration of Longleaf Pine Ecosystems,,,,,,,,
FOR,5159,0,13061,3,Deborah Miller,Ecology and Restoration of Longleaf Pine Ecosystems,,,,,,,,
FOR,5159,0,13062,3,Deborah Miller,Ecology and Restoration of Longleaf Pine Ecosystems,,,,,,,,
FOR,6934,0,14415,3,David Fox,Topics in Forest Resources and Conservation: URBAN FORESTRY,,,,,R,6-7,,
FOR,6934,0,14416,3,Jane Bachelor,Topics in Forest Resources and Conservation: HUMAN ORG/MGMT IN NR,,,,,,,,
FOR,6934,0,14417,3,Jane Bachelor,Topics in Forest Resources and Conservation: HUMAN ORG/MGMT IN NR,,,,,,,,
FOR,6934,0,14418,3,Jane Bachelor,Topics in Forest Resources and Conservation: HUMAN ORG/MGMT IN NR,,,,,,,,
FOR,6934,0,14422,3,Jason Smith,Topics in Forest Resources and Conservation: FOREST HEALTH MANAGE,T,2-4,,,R,2-4,NZH,0219
FOR,6934,0,14446,3,Matthew Cohen,Topics in Forest Resources and Conservation: FOREST WATER RESOURCE,"M,W",3,,,M,7-9,,
FOR,6934,0,21401,3,Jane Bachelor,Topics in Forest Resources and Conservation: HUMAN ORG/MGMT IN NR,,,,,,,,
FOR,6934,0,23129,3,"Daniel Johnson,Geraldine Klarenberg",Topics in Forest Resources and Conservation: Visualization/era big eco data,T,4,,,R,4-5,,
FOR,6934,0,23534,3,Geraldine Klarenberg,Topics in Forest Resources and Conservation: Data Wrangling & Research,M,3-4,,,W,3,,
FOR,6934,0,25749,3,Megan Ennes,Topics in Forest Resources and Conservation: Science Comm &  Public Edu,,,,,,,,
FOR,6934,0,25761,3,Sarah Hundemer,Topics in Forest Resources and Conservation: Partisanship and Natural Resou,W,7-9,,,,,,
FOR,6934,0,29845,3,Michael Andreu,Topics in Forest Resources and Conservation: Ecol/Restor invad Eco,,,,,,,,
FOR,6934,0,29849,3,Michael Andreu,Topics in Forest Resources and Conservation: Ecol/Restor Invad Eco,,,,,,,,
FOR,6934,0,29850,3,Michael Andreu,Topics in Forest Resources and Conservation: Ecol/Restor Invad Eco,,,,,,,,
FOR,6934,0,29851,VAR,Michael Andreu,Topics in Forest Resources and Conservation: Ecol/Restor Invad Eco,,,,,,,,
FOR,6934,0,30928,VAR,Sarah Hundemer,Topics in Forest Resources and Conservation: Partisanship and Natural Resou,W,7-9,,,,,,
FOR,6934,0,30931,VAR,Sarah Hundemer,Topics in Forest Resources and Conservation: Partisanship and Natural Resou,W,7-9,,,,,,
FOR,6934,0,31285,VAR,"Daniel Johnson,Geraldine Klarenberg",Topics in Forest Resources and Conservation: Visualization/era big eco data,T,4,,,,,,
FOR,6934,0,31287,VAR,"Daniel Johnson,Geraldine Klarenberg",Topics in Forest Resources and Conservation: Visualization/era big eco data,T,4,,,,,,
FOR,6934,0,31573,VAR,Megan Ennes,Topics in Forest Resources and Conservation: Science Comm &  Public Edu,,,,,,,,
FOR,6934,0,31574,VAR,Megan Ennes,Topics in Forest Resources and Conservation: Science Comm &  Public Edu,,,,,,,,
HOS,6932,0,20335,4,"Karen Koch,Donald Mccarty,Balasubramani Rathinasabapathi",Special Topics: Plant Biochemistry,"M,T,W,R",4,FIF,2316,,,,
HOS,6932,0,20584,3,Kevin Folta,Special Topics: ADV HORT PHYSIOLOGY,T,2-3,FIF,2318,R,2,FIF,2318
HOS,6932,0,14148,VAR,,Special Topics: ADV ECOSYS RESTORATIO,"T,R",2-3,,,,,,
HOS,6932,0,21145,VAR,Bart Schutzman,Special Topics: ADV PLANT IDENT.,T,6,,,R,6-8,,
LAA,6231,0,15132,3,,Landscape Architecture Theory,T,9,,,R,8-9,,
MCB,6670C,0,16387,3,Eric Triplett,The Microbiome,,,,,,,,
PHC,6937,0,31088,VAR,Nichole Stetten,Special Topics in Public Health: Public Health Journal Club,M,,,,,,,
PHC,6937,0,20427,3,Deepthi Varma,Special Topics in Public Health: Mixed Methods,M,2-4,,,,,,
PHC,6937,0,26830,VAR,Cindy Prins,Special Topics in Public Health: Hospital Epidemiology,T,8-9,HPNP,G301,,,,
PHC,6937,0,26834,VAR,Cindy Prins,Special Topics in Public Health: Hospital Epidemiology,T,8-9,,,,,,
PHC,6937,0,17829,VAR,Robert Parker,Special Topics in Public Health: Frontiers in Biostat,W,4-5,,,F,5,,
PHC,6937,0,22862,VAR,Steven Foti,Special Topics in Public Health: Data Visual. in Health Science,M,3-4,HPNP,G210,W,3,HPNP,G210
PHC,6937,0,23337,VAR,Qing Lu,Special Topics in Public Health: Stat Learning in Health Scienc,M,6-7,,,W,7,,
PHC,6937,0,23338,VAR,Babette Brumback,Special Topics in Public Health: Causal Inference,M,8-9,,,W,8,,
PHC,6937,0,21282,VAR,,Special Topics in Public Health: INDEPENDENT STUDY,,,,,,,,
PHC,6937,0,21382,VAR,"Anthony Maurelli,Tara Sabo-Attwood",Special Topics in Public Health: MECH OF ENV DISEASE,T,7,,,R,8-9,,
PHC,6937,0,24609,VAR,"Anthony Maurelli,Tara Sabo-Attwood",Special Topics in Public Health: MECH OF ENV DISEASE,T,7,HPNP,G114,R,8-9,HPNP,G114
PHC,6937,0,24610,VAR,"Anthony Maurelli,Tara Sabo-Attwood",Special Topics in Public Health: MECH OF ENV DISEASE,T,7,HPNP,G114,R,8-9,HPNP,G114
PHC,6937,0,27044,VAR,"Anthony Maurelli,Tara Sabo-Attwood",Special Topics in Public Health: MECH OF ENV DISEASE,T,7,,,R,8-9,,
SWS,5115,0,18981,3,Gabriel Maltais Landry,Environmental Nutrient Management,"T,R",2-3,PUGH,170,,,,
SWS,5132,0,24627,3,Pedro Sanchez,Tropical Soil Management,T,3,,,R,3-4,,
SWS,5247,0,18514,2,Todd Osborne,Hydric Soils,,,,,,,,
SWS,5247,0,18515,2,Todd Osborne,Hydric Soils,,,,,,,,
SWS,5247,0,18516,2,Todd Osborne,Hydric Soils,,,,,,,,
SWS,5247,0,18517,2,Todd Osborne,Hydric Soils,,,,,,,,
SWS,5247,0,24259,2,Todd Osborne,Hydric Soils,,,,,,,,
SWS,5308,0,18518,3,Julie Meyer,Ecology of Waterborne Pathogens,W,3,MCCC,0100,,,,
SWS,5308,0,18520,3,Julie Meyer,Ecology of Waterborne Pathogens,,,,,,,,
SWS,5308,0,18521,3,Julie Meyer,Ecology of Waterborne Pathogens,,,,,,,,
SWS,5308,0,18543,3,Julie Meyer,Ecology of Waterborne Pathogens,,,,,,,,
SWS,5551,0,18545,3,Andrew Ogram,"Soils, Water, and Public Health",,,,,,,,
SWS,5551,0,18546,3,Andrew Ogram,"Soils, Water, and Public Health",,,,,,,,
SWS,5551,0,18547,3,Andrew Ogram,"Soils, Water, and Public Health",,,,,,,,
SWS,5551,0,18548,3,Andrew Ogram,"Soils, Water, and Public Health","M,W,F",3,MCCD,G001,,,,
SWS,6932,0,18645,1,Mark Clark,Topics in Soils: WETLANDS SEMINAR,W,5,,,,,,
SWS,6932,0,18672,1,Mark Clark,Topics in Soils: WETLANDS SEMINAR,,,,,,,,
SWS,6932,0,18673,1,Mark Clark,Topics in Soils: WETLANDS SEMINAR,,,,,,,,
SWS,6932,0,18676,1,Mark Clark,Topics in Soils: WETLANDS SEMINAR,,,,,,,,
SWS,6932,0,18702,1,Mark Clark,Topics in Soils: WETLANDS SEMINAR,,,,,,,,
SWS,6932,0,25921,3,Matthew Deitch,Topics in Soils: WATERSHED PLANNING & MGMT,,,,,,,,
SWS,6932,0,25922,3,Matthew Deitch,Topics in Soils: WATERSHED PLANNING & MGMT,,,,,,,,
SWS,6932,0,25923,3,Matthew Deitch,Topics in Soils: WATERSHED PLANNING & MGMT,,,,,,,,
SWS,6932,0,25924,3,Matthew Deitch,Topics in Soils: WATERSHED PLANNING & MGMT,,,,,,,,
VME,6602,0,19495,3,Stephen Roberts,General Toxicology,,,,,,,,
VME,6602,0,19496,3,Stephen Roberts,General Toxicology,,,,,,,,
VME,6602,0,19497,3,Stephen Roberts,General Toxicology,,,,,,,,
VME,6602,0,19498,3,Stephen Roberts,General Toxicology,,,,,,,,
GEO,5305,0,22584,3,Michael Binford,Environmental Biogeography,R,8,TUR,3012,,,,
GEO,5305,0,27299,3,Michael Binford,Environmental Biogeography,R,8,,,T,7-8,,
GLY,5827,0,14463,3,Elizabeth Screaton,Ground Water Geology,,,,,,,,
VME,6934,0,20738,VAR,Fiona Maunsell,Topics in Veterinary Medical Sciences: IDP REPRO MED SEM,,,,,,,,
VME,6934,0,23651,VAR,Daniel Lewis,Topics in Veterinary Medical Sciences: Dev/Adv Sm An Fracture Mangmnt,,,,,,,,
VME,6934,0,25738,3,Nancy Denslow,Topics in Veterinary Medical Sciences: Functional Genomic Apps in Tox,,,,,,,,
VME,6934,0,30759,VAR,Jeffrey Fortna,Topics in Veterinary Medical Sciences: Life enhancing Program,,,,,,,,
VME,6934,0,30760,VAR,Jeffrey Fortna,Topics in Veterinary Medical Sciences: Life enhancing Program,,,,,,,,
VME,6934,0,31138,VAR,Hayley Adams,Topics in Veterinary Medical Sciences: Working Dogs in Forensic Scien,,,,,,,,
VME,6934,0,31139,VAR,,Topics in Veterinary Medical Sciences: Working Dogs in Forensic Scien,,,,,,,,
VME,6934,0,31140,VAR,Hayley Adams,Topics in Veterinary Medical Sciences: Working Dogs in Forensic Scien,,,,,,,,
AGR,5444,0,10363,3,James Estrada,Ecophysiology of Crop Production,,,,,,,,
AGR,5444,0,10364,3,James Estrada,Ecophysiology of Crop Production,,,,,,,,
AGR,5444,0,10365,3,James Estrada,Ecophysiology of Crop Production,,,,,,,,
AGR,5444,0,10366,3,James Estrada,Ecophysiology of Crop Production,,,,,,,,
AGR,5444,0,10367,3,James Estrada,Ecophysiology of Crop Production,,,,,,,,
AGR,6932,0,10372,3,Edzard Vansanten,Topics in Agronomy: SAS - EXPR DESIGN & DATA ANALY,R,4-5,,,,,,
AGR,6932,0,10373,VAR,,Topics in Agronomy,,,,,,,,
AGR,6932,0,20298,3,Edzard Vansanten,Topics in Agronomy: SAS - EXPR DESIGN & DATA ANALY,R,4-5,,,,,,
AGR,6932,0,20300,3,Edzard Vansanten,"Topics in Agronomy: Data Analy Plant, Soil & Ani",T,4-5,,,,,,
AGR,6932,0,20301,3,Edzard Vansanten,"Topics in Agronomy: Data Analy Plant, Soil & Ani",T,4-5,,,,,,
AGR,6932,0,20921,3,Gregory Macdonald,Topics in Agronomy: Integrated Field Crop Science,"M,W,F",3,,,,,,
AGR,6932,0,21063,3,Gregory Macdonald,Topics in Agronomy: Integrated Field Crop Science,"M,W,F",3,,,,,,
AGR,6932,0,31418,3,,Topics in Agronomy: SAS - EXPR DESIGN & DATA ANALY,R,4-5,,,,,,
GEO,6255,0,22586,3,Corene Matyas,Climatology,,,,,,,,
GEO,6938,0,14512,3,Esther Mullens,Selected Topics in Geography: MANAGING FOR CLIMATE CHG,W,4-5,TUR,3018,,,,
GEO,6938,0,21389,VAR,Kevin Ash,"Selected Topics in Geography: WEATHER, CLIMATE & SOCIETY","M,W,F",4,TUR,3006,,,,
GEO,6938,0,25050,VAR,,Selected Topics in Geography,,,,,,,,
GEO,6938,0,25057,VAR,,Selected Topics in Geography,,,,,,,,
GEO,6938,0,27058,VAR,Esther Mullens,Selected Topics in Geography: MANAGING FOR CLIMATE CHG,W,4-5,,,,,,
GEO,6938,0,27060,VAR,Stephen Mullens,Selected Topics in Geography: COMMUNICATING SCIENCE,M,6-7,,,W,6,,
GEO,6938,0,27300,VAR,Olivier Walther,Selected Topics in Geography: TERRORISM & SPACE,R,5-6,,,T,5,,
GEO,6938,0,27316,VAR,Kevin Ash,"Selected Topics in Geography: WEATHER, CLIMATE & SOCIETY","M,W,F",4,,,,,,
FYC,6330,0,25317,3,Marilyn Swisher,Theories of Community Development,R,7-9,,,,,,
FYC,6330,0,29649,3,Marilyn Swisher,Theories of Community Development,,,,,,,,
FYC,6330,0,29650,3,Marilyn Swisher,Theories of Community Development,,,,,,,,
SYA,7933,0,20628,3,Nicholas Vargas,Special Study in Sociology: RACISM IN EDUCATION,T,3-5,FLG,0265,,,,
SYA,7933,0,21998,3,"Abigail Fagan,Charles Peek",Special Study in Sociology: PUBLISHING SEMINAR,M,6-8,TUR,2319,,,,
SYA,7933,0,22190,3,Raffaele Vacca,Special Study in Sociology: ADV QUANTITATIVE METHODS,R,8-10,LIT,0113,,,,
SYA,7933,0,24732,3,Tatyana Koropeckyj-Cox,Special Study in Sociology: RESEARCH DESIGN,W,3-5,FAC,0120,,,,
SYA,7933,0,24734,3,Rebecca Hanson,Special Study in Sociology: ADV QUALITATIVE METHODS,F,7-9,RNK,0210,,,,
SYA,7933,0,29360,3,Nicholas Vargas,Special Study in Sociology: RACISM IN EDUCATION,T,3-5,,,,,,
SYA,7933,0,29365,3,Yao Li,Special Study in Sociology: SOCIAL MOVEMENTS,T,7-9,,,,,,
SYA,7933,0,29368,3,Tatyana Koropeckyj-Cox,Special Study in Sociology: RESEARCH DESIGN,W,3-5,,,,,,
SYA,7933,0,29372,3,Monika Ardelt,"Special Study in Sociology: WISDOM, THE INDIV & SOCIETY",W,8-10,,,,,,
LAW,6930,0,14913,1,Jeffrey Bartel,Selected Legal Probs: Business of Life Law Degree,"M,T,W,R",,,,F,,,
LAW,6930,0,23211,1,"Brian Burgoon,Scott Westheimer",Selected Legal Probs: Lawyer Regulation & Discipline,"M,T,W,R",,,,F,,,
LAW,6930,0,23212,1,Fabienne Leconte,Selected Legal Probs: Strategic Case Management,"M,T,W,R",,,,F,,,
LAW,6930,0,23213,1,Vernon Denham,Selected Legal Probs: Deposition Strategy & Practice,M,,,,"T,W,R,F",,,
LAW,6930,0,23215,1,Fabienne Leconte,Selected Legal Probs: Strategic Case Management,"M,T,W,R",,,,F,,,
LAW,6930,0,23216,1,"Brian Burgoon,Scott Westheimer",Selected Legal Probs: Lawyer Regulation & Discipline,"M,T,W,R",,,,F,,,
LAW,6930,0,23217,1,Ira Mccollum,Selected Legal Probs: The Role of State Attorney,"M,T,W,R",,,,F,,,
LAW,6930,0,23501,1,Ira Mccollum,Selected Legal Probs: The Role of State Attorney,"M,T,W,R",,,,F,,,
LAW,6930,0,23502,1,Timothy Cerio,Selected Legal Probs: Reading Scalia,"M,T,W,R",,,,"M,T",,,
LAW,6930,0,23503,1,Timothy Cerio,Selected Legal Probs: Reading Scalia,"M,T,W,R",,,,"M,T",,,
LAW,6930,0,23563,1,Lisa Trueba,Selected Legal Probs: Securities Law Enforcement,"M,T,W,R",,,,F,,,
LAW,6930,0,29387,1,Jeffrey Bartel,Selected Legal Probs: Business of Life Law Degree,"M,T,W,R",,,,F,,,
LAW,6930,0,30701,1,Nathan Collier,Selected Legal Probs: Real Estate Practice,"M,T,W,R,F",,,,"M,T,W,R",,,
LAW,6930,0,30753,1,Kathryn Mizelle,Selected Legal Probs: Religion Clauses,"M,T,W,R,F",,,,"M,T,W,R",,,
LAW,6930,0,31436,VAR,Sarah Wolking,Selected Legal Probs: Intro to Criminal Prosecution,"M,T,W,R,F",,,,,,,
LAW,6930,0,31471,VAR,Sarah Wolking,Selected Legal Probs: Intro to Criminal Prosecution,"M,T,W,R,F",,,,,,,
LAW,6930,0,14911,1,Chris Vallandingham,Selected Legal Probs: Advanced Legal Research,F,,,,,,,
LAW,6930,0,14912,3,Michael Wolf,Selected Legal Probs: U.S. Constitutional History II,T,8-,,,R,8-,,
LAW,6930,0,14936,VAR,Sarah Wolking,Selected Legal Probs: SIP EXTERNSHIP,,,,,,,,
LAW,6930,0,14937,3,Rachel Arnow-Richman,Selected Legal Probs: Entertainment Law,"M,T",8-,,,,,,
